2024-05-19;17:08:44.975184;[1] PING;2024-05-19;17:08:45.153180;[3:1] PONG (2)
2024-05-19;17:08:45.663180;[2] PING;2024-05-19;17:08:46.517192;[5:2] PONG (2)
2024-05-19;17:08:45.996182;[3] PING;2024-05-19;17:08:47.354219;[8:3] PONG (2)
2024-05-19;17:08:47.733182;[4] PING;2024-05-19;17:08:47.859180;[9:4] PONG (2)
2024-05-19;17:08:48.174184;[5] PING;2024-05-19;17:08:48.744180;[10:5] PONG (2)
2024-05-19;17:08:50.598211;[6] PING;2024-05-19;17:08:51.498180;[15:6] PONG (2)
2024-05-19;17:08:51.024216;[7] PING;2024-05-19;17:08:52.022180;[17:7] PONG (2)
2024-05-19;17:08:52.764184;[8] PING;2024-05-19;17:08:53.208180;[18:8] PONG (2)
2024-05-19;17:08:54.852186;[9] PING;2024-05-19;17:08:55.250180;[24:9] PONG (2)
2024-05-19;17:08:57.485180;[10] PING;2024-05-19;17:08:57.942215;[25:10] PONG (2)
2024-05-19;17:08:59.311213;[11] PING;2024-05-19;17:08:59.924215;[28:11] PONG (2)
2024-05-19;17:09:02.105181;[12] PING;2024-05-19;17:09:02.702180;[32:12] PONG (2)
2024-05-19;17:09:02.702180;[13] PING;2024-05-19;17:09:04.083180;таймаут
2024-05-19;17:09:03.251181;[14] PING;2024-05-19;17:09:04.083180;[33:14] PONG (2)
2024-05-19;17:09:05.658213;[15] PING;2024-05-19;17:09:06.020180;[37:15] PONG (2)
2024-05-19;17:09:06.224181;[16] PING;2024-05-19;17:09:06.602214;[39:16] PONG (2)
2024-05-19;17:09:08.874213;[17] PING;2024-05-19;17:09:09.515181;[42:17] PONG (2)
2024-05-19;17:09:09.407181;[18] PING;2024-05-19;17:09:09.846215;[44:18] PONG (2)
2024-05-19;17:09:10.723214;[19] PING;2024-05-19;17:09:11.659218;[47:19] PONG (2)
2024-05-19;17:09:12.653180;[20] PING;2024-05-19;17:09:12.953180;[49:20] PONG (2)
2024-05-19;17:09:13.885180;[21] PING;2024-05-19;17:09:15.035212;таймаут
2024-05-19;17:09:14.495216;[22] PING;2024-05-19;17:09:15.035212;[54:22] PONG (2)
2024-05-19;17:09:16.105194;[23] PING;2024-05-19;17:09:16.918215;[57:23] PONG (2)
2024-05-19;17:09:17.691214;[24] PING;2024-05-19;17:09:19.346214;таймаут
2024-05-19;17:09:19.204215;[25] PING;2024-05-19;17:09:19.346214;[61:25] PONG (2)
2024-05-19;17:09:20.663217;[26] PING;2024-05-19;17:09:21.303214;[65:26] PONG (2)
2024-05-19;17:09:22.434180;[27] PING;2024-05-19;17:09:22.952180;[67:27] PONG (2)
2024-05-19;17:09:24.943215;[28] PING;2024-05-19;17:09:25.428192;[71:28] PONG (2)
2024-05-19;17:09:26.136213;[29] PING;2024-05-19;17:09:26.650180;[72:29] PONG (2)
2024-05-19;17:09:27.014217;[30] PING;2024-05-19;17:09:27.189213;[73:30] PONG (2)
2024-05-19;17:09:28.257184;[31] PING;2024-05-19;17:09:29.129180;[75:31] PONG (2)
2024-05-19;17:09:29.067182;[32] PING;2024-05-19;17:09:29.537184;[76:32] PONG (2)
2024-05-19;17:09:31.792183;[33] PING;2024-05-19;17:09:32.338180;[80:33] PONG (2)
2024-05-19;17:09:32.776214;[34] PING;2024-05-19;17:09:33.508180;[82:34] PONG (2)
2024-05-19;17:09:33.866183;[35] PING;2024-05-19;17:09:34.479215;[84:35] PONG (2)
2024-05-19;17:09:35.911182;[36] PING;2024-05-19;17:09:36.836182;[88:36] PONG (2)
2024-05-19;17:09:38.390216;[37] PING;2024-05-19;17:09:39.208182;[90:37] PONG (2)
2024-05-19;17:09:40.070213;[38] PING;2024-05-19;17:09:42.785180;таймаут
2024-05-19;17:09:42.391180;[39] PING;2024-05-19;17:09:42.785180;[94:39] PONG (2)
2024-05-19;17:09:44.009180;[40] PING;2024-05-19;17:09:44.933205;[96:40] PONG (2)
2024-05-19;17:09:46.763181;[41] PING;2024-05-19;17:09:47.443180;[100:41] PONG (2)
2024-05-19;17:09:47.995216;[42] PING;2024-05-19;17:09:48.341182;[101:42] PONG (2)
2024-05-19;17:09:49.134183;[43] PING;2024-05-19;17:09:49.777182;[103:43] PONG (2)
2024-05-19;17:09:51.687212;[44] PING;2024-05-19;17:09:52.517184;[107:44] PONG (2)
2024-05-19;17:09:53.408180;[45] PING;2024-05-19;17:09:53.720182;[109:45] PONG (2)
2024-05-19;17:09:53.974194;[46] PING;2024-05-19;17:09:54.479180;[110:46] PONG (2)
2024-05-19;17:09:55.105214;[47] PING;2024-05-19;17:09:55.357215;[113:47] PONG (2)
2024-05-19;17:09:57.809215;[48] PING;2024-05-19;17:09:58.261180;[115:48] PONG (2)
2024-05-19;17:09:59.823218;[49] PING;2024-05-19;17:10:00.107182;[118:49] PONG (2)
2024-05-19;17:10:01.242213;[50] PING;2024-05-19;17:10:02.119214;[120:50] PONG (2)
2024-05-19;17:10:03.885211;[51] PING;2024-05-19;17:10:04.766214;[122:51] PONG (2)
2024-05-19;17:10:05.032212;[52] PING;2024-05-19;17:10:05.895180;[125:52] PONG (2)
2024-05-19;17:10:05.895180;[53] PING;2024-05-19;17:10:06.520180;[126:53] PONG (2)
2024-05-19;17:10:08.285214;[54] PING;2024-05-19;17:10:09.231213;[128:54] PONG (2)
2024-05-19;17:10:09.483216;[55] PING;2024-05-19;17:10:12.922214;таймаут
2024-05-19;17:10:12.361214;[56] PING;2024-05-19;17:10:12.922214;[133:56] PONG (2)
2024-05-19;17:10:14.225213;[57] PING;2024-05-19;17:10:14.464180;[135:57] PONG (2)
2024-05-19;17:10:16.295180;[58] PING;2024-05-19;17:10:17.069214;[139:58] PONG (2)
2024-05-19;17:10:17.645213;[59] PING;2024-05-19;17:10:17.881212;[140:59] PONG (2)
2024-05-19;17:10:19.391219;[60] PING;2024-05-19;17:10:19.991215;[143:60] PONG (2)
2024-05-19;17:10:22.350181;[61] PING;2024-05-19;17:10:23.626211;таймаут
2024-05-19;17:10:22.790180;[62] PING;2024-05-19;17:10:23.626211;[147:62] PONG (2)
2024-05-19;17:10:25.711180;[63] PING;2024-05-19;17:10:26.216180;[152:63] PONG (2)
2024-05-19;17:10:28.578180;[64] PING;2024-05-19;17:10:28.840182;[155:64] PONG (2)
2024-05-19;17:10:29.137183;[65] PING;2024-05-19;17:10:29.405180;[156:65] PONG (2)
2024-05-19;17:10:31.165184;[66] PING;2024-05-19;17:10:31.809183;[160:66] PONG (2)
2024-05-19;17:10:33.827181;[67] PING;2024-05-19;17:10:34.643215;[163:67] PONG (2)
2024-05-19;17:10:35.442217;[68] PING;2024-05-19;17:10:36.419180;[168:68] PONG (2)
